Kilometers_Driven,Mileage,Engine,Power,Seats,Price,Year_Since,Model,Brand,Location;Bangalore,Location;Chennai,Location;Coimbatore,Location;Delhi,Location;Hyderabad,Location;Jaipur,Location;Kochi,Location;Kolkata,Location;Mumbai,Location;Pune,Fuel_Type;Diesel,Fuel_Type;Electric,Fuel_Type;LPG,Fuel_Type;Petrol,Transmission;Manual,Owner_Type;Fourth & Above,Owner_Type;Second,Owner_Type;Third
106976,13.5,2400,215.0,5.0,13.8,12.0,195,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27210,27.3,1498,98.6,5.0,5.85,7.0,99,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
26322,28.09,1248,88.5,5.0,8.9,6.0,43,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9107,20.4,1197,81.8,5.0,5.15,7.0,169,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
63983,19.27,2143,170.0,5.0,16.56,8.0,118,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
134000,18.9,1061,67.0,5.0,1.65,13.0,189,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
11000,15.5,1595,120.7,5.0,16.0,8.0,7,19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
93000,0.0,1086,62.0,5.0,1.45,15.0,159,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
24852,26.59,1248,74.0,5.0,8.08,6.0,169,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37632,18.9,1197,82.0,5.0,4.5,9.0,91,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
55000,16.95,1498,97.7,5.0,4.3,10.0,167,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
81448,19.0,998,66.1,5.0,2.6,13.0,8,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1900,25.17,799,53.3,5.0,4.45,5.0,103,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
54957,17.1,1591,121.4,5.0,5.37,11.0,184,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55000,18.9,1061,67.0,5.0,1.75,15.0,189,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
21983,18.88,1995,184.0,5.0,16.5,10.0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
76000,18.48,1995,177.0,5.0,19.0,10.0,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65000,25.0,1396,69.01,5.0,2.8,7.0,97,27,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
26000,22.54,1396,88.73,5.0,6.2,8.0,210,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
11571,16.8,796,34.2,8.0,3.8,4.0,122,18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
81000,25.2,1248,74.0,5.0,6.1,9.0,169,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23154,23.0,1498,98.96,5.0,11.65,4.0,63,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26856,16.5,1198,86.8,5.0,4.15,9.0,31,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
67489,13.68,2393,147.8,7.0,16.5,6.0,98,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
176000,10.5,2179,120.0,8.0,4.3,15.0,161,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
18000,18.5,1197,80.0,5.0,2.25,13.0,210,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
63003,22.32,1582,126.32,5.0,6.75,9.0,184,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
80000,15.1,2179,140.0,7.0,9.4,9.0,201,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
56658,20.64,1498,108.5,5.0,5.39,9.0,181,29,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
18592,26.59,1248,74.0,5.0,8.51,4.0,169,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
75695,13.7,1368,88.8,5.0,1.85,13.0,112,27,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
82000,22.9,1248,74.0,5.0,2.5,11.0,169,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
60000,22.07,1199,73.9,5.0,4.75,10.0,131,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
138000,17.0,1497,118.0,5.0,3.5,14.0,44,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
67000,23.0,1396,90.0,5.0,5.5,9.0,210,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42750,17.0,1497,118.0,5.0,6.33,11.0,44,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
52398,25.44,936,57.6,5.0,2.47,9.0,26,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
36657,16.2,995,62.1,5.0,3.3,9.0,164,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
77000,11.57,2179,138.1,7.0,3.5,12.0,118,27,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
85000,11.3,2987,254.8,7.0,38.75,9.0,83,19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112500,11.5,2993,235.0,5.0,7.99,15.0,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
105072,14.24,2755,174.5,7.0,13.28,10.0,79,28,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
80000,11.25,1995,150.0,5.0,9.5,11.0,191,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3102,20.37,1461,108.45,5.0,14.01,4.0,38,24,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
14656,24.4,1120,71.0,5.0,6.99,7.0,202,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
105000,13.2,1995,170.0,5.0,11.0,13.0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
61000,10.8,2497,215.0,5.0,11.0,15.0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
85046,18.06,1198,75.0,5.0,2.3,13.0,113,22,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
48000,16.36,2179,187.7,5.0,26.5,9.0,198,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55000,10.2,4367,308.0,7.0,67.0,12.0,146,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4000,16.0,1368,160.0,5.0,17.75,6.0,48,14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
94000,10.1,2354,152.0,5.0,4.8,13.0,35,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
61110,18.6,1197,85.8,5.0,4.57,10.0,169,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
80000,24.4,1120,71.0,5.0,3.5,7.0,202,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
43190,19.01,1461,108.5,5.0,7.61,8.0,174,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45000,18.25,1968,187.74,5.0,25.0,8.0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
44178,18.9,1197,82.0,5.0,5.88,7.0,91,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
84415,12.99,2494,100.6,8.0,13.5,8.0,98,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
35000,18.5,1197,80.0,5.0,4.6,8.0,210,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
44000,22.77,1498,98.59,5.0,4.9,10.0,62,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
67635,17.0,1497,118.0,5.0,5.25,11.0,44,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
18385,14.8,1497,121.36,5.0,12.41,5.0,62,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35000,22.07,1199,73.9,5.0,3.8,9.0,131,29,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
49000,19.27,2143,170.0,5.0,8.95,13.0,118,19,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
69000,22.7,1498,89.84,5.0,7.2,10.0,63,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23228,14.4,1396,65.0,5.0,4.5,6.0,97,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
68462,26.59,1248,74.0,5.0,4.15,9.0,169,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
74611,25.1,1248,88.5,5.0,7.94,7.0,149,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
90000,19.01,1461,108.45,5.0,7.25,9.0,57,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
22000,18.9,998,67.1,5.0,3.7,7.0,189,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
58163,0.0,1086,62.0,5.0,2.45,13.0,159,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
109500,25.44,936,57.6,5.0,1.5,12.0,26,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
13363,16.0,1997,140.0,7.0,12.0,6.0,201,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
51000,19.81,1086,68.05,5.0,2.2,11.0,209,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
103000,13.93,2179,138.0,7.0,3.6,16.0,118,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
43002,20.36,1197,78.9,5.0,1.92,14.0,209,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
108000,11.36,2755,171.5,7.0,20.5,7.0,98,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82407,17.5,1896,106.0,5.0,4.25,13.0,106,25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
29000,18.9,1197,82.0,5.0,3.2,10.0,91,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
225000,23.59,1364,113.01402571041947,5.0,2.6,11.0,72,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
45000,23.4,1248,74.0,5.0,3.85,9.0,169,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
93401,23.0,1396,90.0,5.0,3.48,13.0,210,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
95802,25.83,1498,99.0,5.0,4.55,6.0,77,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
130000,25.47,1248,88.5,7.0,7.0,7.0,69,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
67443,20.77,1248,88.8,7.0,5.75,10.0,69,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
47681,16.8,1497,116.3,5.0,8.73,7.0,44,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35000,19.7,796,46.3,5.0,1.7,14.0,16,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
68000,10.91,3198,197.0,7.0,29.5,7.0,67,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
34688,24.3,1248,88.5,5.0,10.49,4.0,186,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
10512,8.6,2706,265.0,2.0,64.0,8.0,30,23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
58000,22.9,1248,74.0,5.0,7.55,7.0,169,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
40000,17.57,1193,88.7,5.0,3.95,9.0,208,27,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
61000,17.0,1197,80.0,5.0,3.25,13.0,210,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
86000,19.4,1422,70.0,5.0,2.75,14.0,75,25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
45000,21.43,1364,87.2,5.0,7.35,8.0,51,28,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
55000,17.0,1198,73.75,5.0,4.7,6.0,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
36855,15.29,1591,121.3,5.0,8.77,7.0,53,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
46821,20.36,1197,78.9,5.0,3.42,10.0,209,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
120000,18.6,1199,76.8,5.0,2.5,8.0,26,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
29000,14.74,2993,270.9,5.0,20.0,11.0,198,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
40000,13.24,1598,102.5,5.0,5.25,9.0,174,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
60000,15.73,1968,174.33,5.0,14.5,10.0,135,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
64984,16.95,1197,78.9,5.0,3.45,12.0,209,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
73204,24.07,998,67.1,5.0,3.3,8.0,16,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
50000,11.33,4134,335.2,7.0,51.0,9.0,137,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35000,24.3,1248,88.5,5.0,6.5,6.0,186,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
17729,21.1,814,55.2,5.0,3.65,10.0,61,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
97000,20.0,1497,115.0,5.0,7.25,11.0,200,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
89614,22.0,1582,126.2,5.0,6.01,9.0,184,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
14000,18.9,998,67.1,5.0,2.8,8.0,189,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
50000,17.0,1197,80.0,5.0,4.0,11.0,210,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
62505,17.4,1497,117.3,5.0,5.95,9.0,44,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
248000,12.8,2494,102.0,7.0,9.2,12.0,98,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
94900,16.8,1493,110.0,5.0,5.35,11.0,184,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
55000,17.6,2179,153.86,7.0,12.0,6.0,93,27,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
53735,12.07,2967,241.4,7.0,38.94,8.0,137,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
53934,18.9,998,67.1,5.0,2.69,15.0,189,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
58500,17.09,1995,218.0,5.0,27.5,10.0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
48000,18.0,1198,86.7,5.0,2.75,9.0,17,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
24000,24.7,796,47.3,5.0,2.8,7.0,16,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
52001,17.01,1591,121.3,5.0,6.45,7.0,184,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
9565,23.84,1199,84.0,5.0,5.88,5.0,176,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
32953,18.6,1197,85.8,5.0,4.65,10.0,169,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
18000,21.1,814,55.2,5.0,2.5,9.0,61,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
20446,12.6,1950,191.34,5.0,51.35,5.0,60,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
33016,22.54,1396,88.73,5.0,6.85,7.0,210,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
48000,23.59,1364,67.05,5.0,5.25,11.0,72,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
72022,21.43,1364,87.2,5.0,9.23,9.0,51,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
34000,20.7,1496,113.98,5.0,22.0,9.0,50,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69000,20.14,1498,88.8,5.0,5.19,9.0,131,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
108000,13.7,1798,157.75,5.0,4.35,14.0,168,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
34700,10.0,2148,170.0,5.0,24.5,10.0,60,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
79000,17.8,1248,75.0,5.0,5.75,8.0,169,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
58197,18.0,1497,117.3,5.0,9.19,7.0,44,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
66000,8.45,2979,321.0,5.0,10.75,15.0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
60000,19.2,1197,80.0,5.0,2.99,14.0,209,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57000,26.59,1248,74.0,5.0,3.89,9.0,169,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
45555,26.0,1498,98.6,5.0,11.73,5.0,44,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
55137,14.0,796,35.0,5.0,3.11,7.0,122,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
93325,17.2,1968,138.1,5.0,14.45,9.0,168,25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
38000,24.52,1248,88.5,7.0,8.7,5.0,69,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
57738,24.0,1120,70.0,5.0,5.04,7.0,91,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
38282,28.09,1248,88.5,5.0,8.5,6.0,43,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
64000,19.27,2143,170.0,5.0,15.65,9.0,118,19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32000,20.5,1248,91.72,5.0,5.65,8.0,21,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
83000,10.93,2497,204.0,5.0,16.5,13.0,60,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76000,26.3,998,67.1,5.0,2.0,12.0,207,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67200,15.04,1598,103.6,5.0,3.9,11.0,181,29,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
62655,18.88,1995,184.0,5.0,14.5,10.0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16900,14.69,2993,258.0,5.0,44.0,8.0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8471,18.9,1197,81.86,5.0,5.0,6.0,91,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
69000,11.36,2755,171.5,7.0,19.75,7.0,98,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
30090,19.6,1461,108.45,5.0,11.44,6.0,57,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120000,18.0,1248,75.0,5.0,1.75,12.0,96,27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
23000,17.8,1248,113.01402571041947,5.0,5.6,10.0,169,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
35939,12.3,1796,185.0,5.0,30.42,7.0,60,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
116694,15.1,2179,140.0,7.0,9.57,10.0,201,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
40448,15.96,2523,62.1,7.0,3.5,7.0,28,17,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
64456,24.3,1248,88.5,5.0,10.46,5.0,186,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
52782,20.5,1248,91.72,5.0,4.85,9.0,21,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
51672,19.5,1199,88.76,5.0,5.68,7.0,17,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
56073,13.7,1798,157.75,5.0,13.25,8.0,168,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
65000,14.74,2993,270.9,5.0,16.0,12.0,198,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79000,18.9,998,67.1,5.0,3.0,10.0,189,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43206,17.0,1086,113.01402571041947,5.0,0.99,16.0,159,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
70200,14.53,1798,138.1,5.0,5.0,13.0,51,28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
42000,16.1,1197,85.0,5.0,4.75,7.0,169,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
62000,16.47,1198,74.0,5.0,5.35,9.0,131,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
20000,18.9,1197,81.86,5.0,5.98,6.0,91,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
80000,21.5,1248,88.8,5.0,3.5,12.0,155,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
50234,18.9,1197,81.86,5.0,4.77,5.0,91,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
50003,21.4,1197,83.1,5.0,5.45,7.0,25,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1000,20.3,1199,84.0,5.0,6.85,5.0,177,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54897,26.59,1248,74.0,5.0,7.3,7.0,169,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
108995,15.3,1193,65.3,5.0,1.25,16.0,96,27,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
73000,22.7,1598,118.0,5.0,8.25,8.0,155,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
65000,16.1,1298,88.2,5.0,2.71,15.0,169,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
32000,19.1,1197,82.0,5.0,3.6,7.0,202,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
65000,18.5,1197,80.0,5.0,3.0,13.0,210,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
21600,23.1,998,67.04,5.0,4.65,7.0,42,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
39000,14.84,2143,170.0,5.0,9.5,13.0,118,19,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
58075,17.5,1298,85.8,5.0,2.95,12.0,169,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
58000,15.04,1598,103.6,5.0,3.0,12.0,181,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
58000,25.2,1248,74.0,5.0,5.95,8.0,169,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
89000,14.53,1798,138.1,5.0,4.0,15.0,51,28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72000,13.5,1799,130.0,5.0,2.5,15.0,45,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1800,16.05,1499,110.4,5.0,11.37,6.0,62,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
172050,19.0,1248,93.0,5.0,2.25,13.0,107,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
46230,19.81,1086,68.05,5.0,3.1,10.0,209,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
86925,11.2,2400,215.0,5.0,17.18,9.0,195,30,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5000,18.6,1197,81.83,5.0,6.5,5.0,210,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
66000,26.0,1498,98.6,5.0,5.7,9.0,44,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
119000,12.99,2494,100.0,8.0,8.0,10.0,98,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
45000,25.17,799,53.3,5.0,2.6,7.0,103,24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
66149,19.0,998,66.1,5.0,2.45,14.0,8,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
42070,14.8,1595,120.7,5.0,11.57,9.0,22,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35503,18.9,998,67.1,5.0,2.3,11.0,189,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
41460,25.2,1248,74.0,5.0,5.9,7.0,169,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
40600,17.0,1591,121.3,5.0,7.2,8.0,184,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
87000,22.0,1582,126.2,5.0,5.9,10.0,184,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30000,16.8,1497,116.3,5.0,6.0,9.0,44,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
27089,16.0,1086,66.7,5.0,1.95,13.0,209,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
53702,23.59,1364,67.04,5.0,6.55,7.0,72,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
51000,27.03,1969,190.0,5.0,25.0,8.0,150,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
36542,20.0,1399,68.05,5.0,2.65,11.0,77,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
15000,13.0,2987,265.0,5.0,69.5,6.0,60,19,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
65000,22.69,1995,190.0,5.0,14.0,11.0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32000,22.74,796,47.3,5.0,2.1,9.0,16,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
